Session,Subject,Epoch_len,Epoch_Start,Label,Condition,ECG_Rate_Mean,ECG_Rate_SD,RSP_Rate_Mean,RSP_Amplitude_Mean,RSP_Rate_SD,Pupil_PctMax_Mean,Pupil_PctMax_Max,Pupil_PctMax_SD
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,240.0,silence,trill,,,,,,,,
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,270.0,silence,trill,,,,,,,,
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,300.0,silence,trill,,,,,,,,
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,330.0,silence,trill,,,,,,,,
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,360.0,silence,trill,,,,,,,,
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,390.0,silence,trill,,,,,,,,
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,420.0,silence,trill,344.9058641129057,9.261444434606245,82.97927313083994,0.7464603778396087,4.2849641339570415,68.56102494478978,90.58107079421467,11.908681616146975
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,450.0,silence,trill,324.14783863264154,16.089618622730807,81.2329006760672,0.7376218481599515,6.245386384689348,71.9272461076738,94.8439482364882,14.771502984060785
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,480.0,silence,trill,328.7995457832968,16.2554012353681,80.40023590410973,0.7264980330163952,5.76161228562408,67.64043624794505,94.79319969550876,16.656709752655612
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,510.0,silence,trill,329.04031940890894,14.478034539453336,82.012915881752,0.7045584384592334,6.42060236852032,67.08110007837554,93.29104288251713,10.420987302729339
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,540.0,silence,trill,323.05553086143243,8.214091973192424,80.21994893702784,0.7143403515314013,6.0239846477435375,53.80067406353807,87.41436183709719,12.383327440976796
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,570.0,silence,trill,321.13728684693706,20.58476156630505,81.22904321923852,0.708888594934841,4.4684540553935115,71.4095921727292,88.03856889114438,9.38621832780716
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,600.0,trill,trill,316.4992396590724,31.19967517612044,79.4808917124298,0.6917489750147361,8.458206049177974,76.66575456608552,97.53362090839889,11.139518445185907
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,630.0,washout,trill,334.8584474143354,8.63269714466542,83.18995488933565,0.7059386733207472,3.0619581723346303,71.87538499302032,91.90560771377822,11.575757094698911
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,660.0,silence,trill,325.909724485425,10.618974991128955,81.29681479971354,0.6893878729753009,4.6771948425088015,68.54265770563659,89.62192336970311,9.483072087791143
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,690.0,silence,trill,334.048672526252,8.020017894759498,79.55225536776878,0.7219538271992314,9.870891975532734,78.49982947089838,102.02994163917786,11.45768956305984
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,720.0,silence,trill,337.0538527857923,8.270009891158315,80.53263841131556,0.6277065170468066,3.087301106676192,67.79845274671209,87.36361329611773,9.443144030572428
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,750.0,silence,trill,316.0617192710785,16.87748118844619,78.81595900847904,0.598777937260753,4.468624293945682,71.0781153226986,89.94671403197158,13.074571448495538
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,780.0,trill,trill,334.7735808417372,18.59689378825469,81.6547964787733,0.6316074785352455,7.130050069910089,87.70450429654949,102.38010657193605,6.194578646186674
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,810.0,washout,trill,356.8610411429199,24.854117315001684,90.9381603428135,0.7899555559971502,13.776654224528038,85.73999160913942,101.52269788910235,9.343478121980866
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,840.0,silence,trill,379.6636511215056,13.671789741544771,84.35525648029028,0.9085683102900768,7.50587759202801,84.87484324222834,101.56603518925426,8.43986278096874
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,870.0,silence,trill,345.46119210133617,14.82948991669022,81.91357098696102,0.8590114706424832,4.545541576919817,79.59631580275395,98.898756660746,12.364531702487772
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,900.0,silence,trill,341.41452022719966,14.539401419482804,77.24197842455375,0.8495361763411358,5.155269782094473,72.7281597144818,97.2392793707181,17.80161627845834
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,930.0,silence,trill,325.9610376046133,12.643311671201358,77.23377890297826,0.7956794937132755,3.7039062940945047,65.31788372791806,88.20707284295206,12.715596145191897
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,960.0,silence,trill,343.1042218854079,14.455622480946282,79.96798758959079,0.7753792044189706,5.428127280492813,79.75737262014692,102.31413346866279,12.012184287234923
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,990.0,trill,trill,340.8440791213432,13.490804345409854,80.88256192868938,0.7820432575473255,4.633606831375073,81.43815479029271,100.86780005074854,14.680387039826304
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,1020.0,washout,trill,366.58927291751866,24.74350894474531,79.01597452116334,0.7918697393819114,7.955503526771135,88.27858488723435,100.06089824917535,7.532744945666351
20260413_Freddy_trill(ecg_resp).acq,Freddy,30,1050.0,silence,trill,369.2477886345532,19.913562105564324,77.47044366621401,0.7421249056123069,4.759641817457159,89.92976559834199,102.0310188884723,9.961150053399583
